City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,north bend,43.4065,-124.2243,15.13,67,0,4.63,US,1687223709
366,kichmengskiy gorodok,59.9816,45.7854,3.52,94,76,1.86,RU,1687224145
367,onokhoy,51.932,108.0747,19.86,49,99,0.8,RU,1687224145
368,mar del plata,-38.0023,-57.5575,11.72,80,100,3.09,AR,1687223648
369,bereznik,62.8551,42.7072,5.93,67,85,3.22,RU,1687224145
370,ponta delgada,37.7333,-25.6667,18.4,88,40,1.03,PT,1687224145
371,constitucion,-35.3333,-72.4167,12.96,84,100,2.33,CL,1687224146
372,sisimiut,66.9395,-53.6735,8.13,45,100,2.67,GL,1687223608
373,queenstown,-31.8976,26.8753,4.58,59,9,8.95,ZA,1687223625
374,parauapebas,-6.0675,-49.9022,22.69,89,0,0.71,BR,1687223711
375,coxen hole,16.3244,-86.5366,28.6,74,40,10.29,HN,1687224030
376,reggane,26.7158,0.1714,34.03,10,0,2.92,DZ,1687224146
377,adrar,20.5022,-10.0711,31.22,17,6,4.07,MR,1687224147
378,hermiston,45.8404,-119.2895,22.38,35,20,9.26,US,1687223859
379,praya,14.9215,-23.5087,25.3,78,20,3.6,CV,1687224147
380,sao joao da barra,-21.6403,-41.0511,19.72,74,58,4.98,BR,1687223611
381,hammerfest,70.6634,23.6821,18.25,59,100,1.54,NO,1687223712
382,victorica,-36.2151,-65.4359,8.02,88,100,4.28,AR,1687224148
383,saint-philippe,-21.3585,55.7679,20.77,77,88,4.54,RE,1687223598
384,kone,-21.0595,164.8658,26.41,47,1,1.15,NC,1687223679
385,riachao das neves,-11.7461,-44.91,21.95,49,29,1.67,BR,1687224148
386,zaragoza,41.6561,-0.8773,23.34,54,20,2.06,ES,1687223944
387,kiruna,67.8557,20.2251,14.51,77,75,1.03,SE,1687223930
388,kani keli,-12.9536,45.1033,22.59,71,5,1.58,YT,1687224149
389,saint-joseph,-21.3667,55.6167,20.21,75,65,4.93,RE,1687224149
390,raduzhny,62.0961,77.475,6.13,84,100,7.38,RU,1687224149
391,oisterwijk,51.5792,5.1889,21.08,72,100,3.6,NL,1687224149
392,liperi,62.5333,29.3667,14.26,82,0,2.57,FI,1687224150
393,hovd,48.0056,91.6419,23.13,23,52,2.0,MN,1687224150
394,mizdah,31.4451,12.9801,20.66,49,0,4.13,LY,1687224150
395,alma,48.5501,-71.6491,15.56,95,97,2.47,CA,1687224150
396,umm kaddadah,13.6017,26.6876,29.51,48,80,4.38,SD,1687224150
397,acarau,-2.8856,-40.12,25.4,87,40,4.27,BR,1687223653
398,saint-georges,12.0564,-61.7485,26.82,78,20,3.6,GD,1687223698
399,salinas de hidalgo,22.6333,-101.7167,28.35,14,6,8.3,MX,1687224151
400,coutras,45.0333,-0.1333,18.4,92,100,1.78,FR,1687223977
401,manismata,-2.4667,111.0333,23.85,96,100,0.97,ID,1687223683
402,sinop,41.7711,34.8709,14.86,89,72,3.02,TR,1687224151
403,tofol,5.3248,163.0078,29.88,74,100,3.09,FM,1687223630
404,korsakov,46.6328,142.7813,18.91,67,0,0.98,RU,1687224152
405,daru,-9.0763,143.2092,27.17,68,97,5.15,PG,1687223632
406,arkhangel'sk,64.5401,40.5433,2.3,83,6,2.86,RU,1687224152
407,simmerath,50.6,6.3,18.24,88,100,1.09,DE,1687224152
408,kaa-khem,51.6833,94.7333,22.82,33,100,0.95,RU,1687224153
409,belmonte,-15.8631,-38.8828,22.5,82,38,5.3,BR,1687223639
410,jinghong,21.991,100.7341,23.21,97,100,0.54,CN,1687224153
411,ha'il,27.5219,41.6907,28.01,24,0,0.0,SA,1687224008
412,alaghsas,17.0187,8.0168,34.05,26,100,2.94,NE,1687224153
413,moron,-34.6534,-58.6198,10.86,79,100,2.49,AR,1687224154
414,naifaru,5.4444,73.3657,28.45,76,93,6.36,MV,1687224077
415,manta,-0.95,-80.7333,26.67,89,75,8.05,EC,1687224052
416,bardai,11.65,7.2333,24.02,72,100,3.42,NG,1687223664
417,port isabel,26.0734,-97.2086,31.13,80,0,8.75,US,1687224155
418,tangalle,6.024,80.7911,25.77,87,75,4.98,LK,1687224155
419,byron bay,-28.65,153.6167,18.17,38,37,4.16,AU,1687224155
420,buka,40.8108,69.1986,23.34,50,31,2.32,UZ,1687224155
421,zag,46.9441,99.165,17.2,26,100,1.95,MN,1687224155
422,general pinedo,-27.3167,-61.2833,17.77,69,100,0.89,AR,1687224156
423,olinda,-8.0089,-34.8553,23.85,94,100,4.12,BR,1687224156
424,mount pearl,47.5166,-52.7813,6.29,97,100,3.6,CA,1687223670
425,plettenberg bay,-34.0527,23.3716,10.9,70,95,9.79,ZA,1687224156
426,broken hill,-31.95,141.4333,9.91,58,100,2.44,AU,1687223638
427,shenjiamen,29.9576,122.298,23.47,96,100,1.89,CN,1687224157
428,weno,7.4515,151.8468,29.97,79,40,2.06,FM,1687223657
429,kyzyl-mazhalyk,51.1333,90.6,19.64,57,68,0.29,RU,1687224157
430,as sulayyil,20.4607,45.5779,27.14,13,100,1.15,SA,1687224157
431,cockburn town,21.4612,-71.1419,28.53,77,82,8.49,TC,1687223956
432,recani,31.2846,-4.2688,27.71,17,0,3.53,MA,1687224158
433,xiaoweizhai,26.1903,107.5125,23.92,89,98,0.82,CN,1687224158
434,loreto,22.2667,-101.9667,28.79,14,6,9.64,MX,1687224158
435,juva,56.4368,57.9478,3.08,80,11,4.02,RU,1687224158
436,port hedland,-20.3167,118.5667,17.03,100,100,6.17,AU,1687224158
437,la tuque,47.4334,-72.7824,18.14,63,80,1.54,CA,1687224159
438,moussoro,13.6408,16.4901,31.49,45,100,6.28,TD,1687224159
439,sang-e charak,35.8497,66.4369,23.77,20,0,2.15,AF,1687224159
440,port blair,11.6667,92.75,27.73,83,100,7.04,IN,1687223679
441,mirnyy,62.5353,113.9611,14.02,50,99,4.92,RU,1687223709
442,lobito,-12.3481,13.5456,19.73,84,6,0.53,AO,1687224160
443,gros islet,14.0667,-60.95,27.93,78,40,3.09,LC,1687224160
444,pacific grove,36.6177,-121.9166,20.97,72,0,7.6,US,1687223619
445,guerrero negro,27.9769,-114.0611,19.47,74,100,7.46,MX,1687223625
446,belyayevka,51.3974,56.4096,6.67,82,7,2.52,RU,1687224160
447,sungai penuh,-2.0833,101.3833,20.82,76,100,0.19,ID,1687224161
448,paciran,-6.8767,112.3761,27.37,74,13,1.62,ID,1687224161
449,altamira,-3.2033,-52.2064,24.51,81,82,1.18,BR,1687224161
450,kabalo,-6.05,26.9167,22.71,44,55,1.65,CD,1687224161
451,vorkuta,67.5,64.0,4.28,75,100,4.43,RU,1687223687
452,hailin,44.5833,129.4167,19.43,79,100,2.06,CN,1687224162
453,walvis bay,-22.9575,14.5053,12.11,74,0,4.37,NA,1687223608
454,general roca,-39.0333,-67.5833,7.57,71,100,6.02,AR,1687224162
455,flying fish cove,-10.4217,105.6791,25.82,100,100,1.54,CX,1687223638
456,tot'ma,59.9747,42.7642,4.94,86,100,2.09,RU,1687224162
457,taltal,-25.4,-70.4833,17.54,63,2,2.34,CL,1687223658
458,maine soroa,13.2114,12.0241,33.35,32,100,4.15,NE,1687224163
459,mount darwin,-16.7725,31.5838,9.29,60,0,1.64,ZW,1687224163
460,nar'yan-mar,67.6713,53.087,3.8,79,24,3.96,RU,1687223667
461,porto velho,-8.7619,-63.9039,24.03,94,0,0.0,BR,1687224163
462,tirhanimine,35.2362,-3.9545,20.94,64,40,0.51,MA,1687224163
463,kushiro,42.975,144.3747,17.53,72,40,6.17,JP,1687224164
464,cherryville,53.1569,-6.9667,14.92,93,100,2.77,IE,1687224164
465,fort st. john,56.2499,-120.8529,18.94,32,75,6.17,CA,1687223631
466,al qusiyah,27.4402,30.8184,24.95,46,0,5.97,EG,1687224164
467,rizokarpaso,35.6,34.375,22.28,80,0,7.76,CY,1687224165
468,christchurch,-43.5333,172.6333,13.84,85,75,6.17,NZ,1687223615
469,opuwo,-18.0607,13.84,13.46,24,0,2.29,NA,1687223691
470,dergachi,51.2328,48.7659,11.53,59,86,2.92,RU,1687224165
471,nova sintra,14.8667,-24.7167,21.3,84,66,2.16,CV,1687223599
472,kimbe,-5.5502,150.1429,27.08,81,100,3.22,PG,1687224165
473,novo aripuana,-5.1206,-60.3797,22.92,96,100,1.1,BR,1687224166
474,pariaman,-0.619,100.12,26.03,75,100,1.12,ID,1687224166
475,chester,40.1254,-75.8749,23.33,72,0,2.06,US,1687224166
476,medina sidonia,36.457,-5.9272,20.49,94,100,1.28,ES,1687224166
477,marksville,31.128,-92.0662,33.32,60,8,0.35,US,1687224166
478,illizi,26.4833,8.4667,30.89,13,0,8.87,DZ,1687224167
479,guilin,25.2819,110.2864,27.06,89,100,0.99,CN,1687224167
480,wellington,-41.2866,174.7756,14.37,82,28,2.06,NZ,1687223411
481,concordia,-31.393,-58.0209,11.55,75,88,2.68,AR,1687224167
482,akhmim,26.5622,31.745,26.02,34,0,3.82,EG,1687224167
483,happy valley-goose bay,53.3168,-60.3315,11.17,46,20,5.66,CA,1687223613
484,puerto santander,8.3636,-72.4063,30.67,61,61,2.01,CO,1687224168
485,sanming,26.2486,117.6186,30.36,72,100,1.54,CN,1687224168
486,ghanzi,-21.5667,21.7833,10.93,23,0,4.1,BW,1687224168
487,yanchep,-31.55,115.6833,11.83,67,91,8.38,AU,1687223682
488,korla,41.7597,86.1469,29.86,23,100,5.36,CN,1687223647
489,touros,-5.1989,-35.4608,24.95,85,100,5.33,BR,1687224165
490,dera ghazi khan,30.0561,70.6348,35.89,42,1,6.53,PK,1687224169
491,lae,-6.7221,146.9847,29.37,69,85,1.71,PG,1687224169
492,cody,44.5263,-109.0565,22.79,61,100,0.0,US,1687224061
493,igrim,63.1906,64.4162,7.2,75,100,4.97,RU,1687223637
494,konya,38.1667,32.5,13.71,84,5,3.09,TR,1687224170
495,dourbali,11.8091,15.8632,29.07,56,100,5.67,TD,1687224170
496,camacupa,-12.0167,17.4833,10.46,46,50,1.83,AO,1687224170
497,kingston,17.997,-76.7936,28.47,76,100,0.89,JM,1687223491
498,huron,41.1501,-82.5499,22.7,66,100,4.79,US,1687224144
499,hulan ergi,47.2042,123.6333,20.27,77,100,5.7,CN,1687224171
500,meiganga,6.5167,14.3,18.18,94,100,0.94,CM,1687224171
501,gillette,44.2911,-105.5022,30.02,28,0,5.36,US,1687224171
502,banepa,27.6298,85.5214,21.18,88,20,0.0,NP,1687224171
503,villa gesell,-37.2639,-56.973,10.25,74,100,4.49,AR,1687224172
504,caleta de carquin,-11.0925,-77.6267,20.22,79,20,4.18,PE,1687224172
505,loango,-4.6719,11.8312,20.81,87,23,1.78,CG,1687223683
506,dunedin,-45.8742,170.5036,12.11,95,99,3.13,NZ,1687223637
507,kralendijk,12.15,-68.2667,27.99,78,0,6.69,BQ,1687224172
508,hirara,24.8,125.2833,29.15,89,75,9.26,JP,1687224173
509,boende,-0.2167,20.8667,21.43,99,100,1.16,CD,1687224173
510,viedma,-40.8135,-62.9967,6.14,68,100,3.41,AR,1687223957
511,leogane,18.5108,-72.6339,27.33,78,91,1.44,HT,1687224173
512,dalican,6.9667,124.4,27.79,79,76,1.07,PH,1687224173
513,alesund,62.4723,6.1549,18.84,88,100,0.0,NO,1687224174
514,bayanhongor,46.7167,100.1167,16.36,27,100,2.49,MN,1687224174
515,puerto gaitan,4.3133,-72.0816,25.0,76,55,2.11,CO,1687224175
516,russkaya polyana,49.417,31.9201,15.97,67,14,1.01,UA,1687224175
517,cheney,47.4874,-117.5758,17.19,42,75,6.17,US,1687224171
518,sarkand,45.41,79.9186,24.91,40,99,7.06,KZ,1687224175
519,kuala tungkal,-0.8167,103.4667,24.63,87,100,2.43,ID,1687224175
520,ryotsu-minato,38.0833,138.4333,20.74,62,77,3.01,JP,1687224176
521,mana,5.6592,-53.7767,25.37,89,76,1.85,GF,1687223700
522,nazyvayevsk,55.5698,71.3529,4.0,96,100,11.45,RU,1687224176
523,poronaysk,49.2167,143.1167,14.33,71,36,3.01,RU,1687224176
524,laayoune,27.1622,-13.2032,21.19,100,0,2.06,EH,1687224177
525,camocim,-2.9022,-40.8411,25.1,89,67,3.09,BR,1687224177
526,yongchuan,29.3514,105.8947,26.06,79,97,0.82,CN,1687224177
527,sept-iles,50.2001,-66.3821,12.81,83,75,1.03,CA,1687224104
528,tarawa,1.419,172.984,30.05,74,75,2.06,KI,1687223700
529,taitung city,22.7583,121.1444,33.15,70,75,1.03,TW,1687224178
530,hasaki,35.7333,140.8333,25.68,66,97,4.46,JP,1687223706
531,newport,51.5877,-2.9984,16.97,86,100,1.07,GB,1687224039
532,labytnangi,66.6572,66.4183,6.1,74,93,3.28,RU,1687224178
533,wuyishan,28.0047,117.8114,27.17,92,100,1.09,CN,1687224178
534,shimoda,34.6667,138.95,23.2,75,100,4.79,JP,1687224178
535,kolyshley,52.7005,44.5367,10.13,74,100,3.11,RU,1687224179
536,fada n'gourma,12.0622,0.3578,28.98,54,95,1.53,BF,1687224179
537,tripoli,32.8752,13.1875,23.98,58,0,5.87,LY,1687224179
538,zhanga buqtyrma,49.6295,83.5248,19.19,78,100,1.45,KZ,1687224179
539,vimmerby,57.6659,15.8552,12.23,96,100,1.32,SE,1687224180
540,hays,30.0502,-98.0336,35.47,49,100,2.24,US,1687224180
541,minot air force base,48.4209,-101.3391,26.1,61,0,4.12,US,1687224180
542,tubarjal,30.4999,38.216,21.09,47,0,7.31,SA,1687223662
543,pathein,16.7833,94.7333,26.18,90,91,2.05,MM,1687223670
544,borkum,53.5809,6.6915,16.97,81,100,2.5,DE,1687224180
545,meghraj,23.5,73.5,27.37,76,59,5.55,IN,1687223957
546,abengourou,6.7297,-3.4964,22.53,99,100,1.87,CI,1687224181
547,maun,-19.9833,23.4167,9.98,53,0,1.54,BW,1687224181
548,scobinti,47.3833,26.9333,16.35,92,100,1.75,RO,1687224181
549,smithers,54.7804,-127.1743,24.18,22,20,4.63,CA,1687223688
550,tchollire,8.4022,14.1698,23.49,88,100,1.28,CM,1687224182
551,kislovodsk,43.9133,42.7208,11.8,95,100,2.48,RU,1687224182
552,vuktyl,63.8567,57.3094,5.43,79,100,4.81,RU,1687224182
553,hastings,50.8552,0.5729,17.96,42,65,3.45,GB,1687224182
554,itoman,26.1247,127.6694,29.21,84,75,4.63,JP,1687224182
555,coahuayana de hidalgo,18.7,-103.6583,29.84,60,3,2.32,MX,1687224183
556,lethem,3.3803,-59.7968,25.2,83,94,1.57,GY,1687223660
557,lincheng,19.9078,109.6858,29.99,68,78,2.5,CN,1687224183
558,la ronge,55.1001,-105.2842,19.12,36,20,2.57,CA,1687223601
559,peterhead,57.5058,-1.7981,14.14,92,0,5.03,GB,1687224183
560,loen,7.7601,168.2307,27.3,79,100,4.78,MH,1687224075
561,hwange,-18.3693,26.5019,14.16,45,0,1.16,ZW,1687224184
562,polyarnyy,69.1989,33.4478,5.73,80,5,1.48,RU,1687223628
563,rock springs,41.5875,-109.2029,24.69,19,20,12.86,US,1687224104
564,calvinia,-31.4707,19.776,4.29,94,99,4.27,ZA,1687224185
565,al kharijah,25.4514,30.5464,25.18,23,0,3.92,EG,1687223709
566,hiratacho,35.4333,132.8167,24.98,61,0,8.75,JP,1687224185
567,mollendo,-17.0231,-72.0147,17.68,84,56,3.77,PE,1687224185
568,cadale,2.7603,46.3222,25.93,80,100,8.42,SO,1687224185
569,pinarbasi,38.7229,36.3931,10.94,93,41,1.2,TR,1687224185
570,konarka,19.9,86.1167,28.22,81,100,5.78,IN,1687224186
571,ilebo,-4.3167,20.5833,21.56,81,10,0.84,CD,1687224186
572,puerto baquerizo moreno,-0.9,-89.6,25.04,84,4,4.89,EC,1687223635
573,turgen,43.4006,77.5933,21.07,48,100,1.22,KZ,1687224186
574,jinchang,38.4953,102.1739,22.76,22,100,1.55,CN,1687224187
575,dharamsala,32.2419,76.3213,20.2,73,78,2.43,IN,1687224187
576,yeniseysk,58.4497,92.1703,14.75,46,100,3.42,RU,1687224187
577,ivins,37.1686,-113.6794,32.86,18,2,4.47,US,1687224187
578,bani walid,31.7566,13.9942,21.13,57,0,2.19,LY,1687224187
579,mbouda,5.6258,10.2552,17.29,95,100,1.57,CM,1687224188
580,ceelbuur,4.685,46.6176,23.55,83,58,7.54,SO,1687224188
581,butterworth,5.3991,100.3638,30.02,81,20,2.06,MY,1687224188
